Ò»2542556
ÎÌ   7228
êÈ    147
ÔÅ    693
¸û   2168
°Ò    509
ºÄ   6573
µ¢    885
¹¢   1744
ë×    192
Ö¬   1475
ÒÈ     39
Ð²   4090
ëÙ    161
ëØ     43
´à   8466
ÐØ   8631
¸ì    152
Âö   4812
ÄÜ 668264
¼¹   1080
ëÝ     90
¿è    152
³ô   8107
ô«    122
Ò¨    129
óÂ     46
º½  10189
ô³    215
ô²     58
°ã  87661
Û»    317
Ã£   6378
»Ä   8322
Àó    140
¾£    706
È×    217
¼ö    548
²Ý  29857
Òð   1614
Üî     22
Üó    210
×È   4599
Èã   1259
²è  16063
Üø    432
Ü÷    243
Üï    569
´Ä     70
Üõ    258
ò¯    999
ÎÃ   3177
ò½    196
ò¾    366
Ôé    979
ò¿     50
°ö    228
ò¼    380
ÑÁ    106
Ë¥   3602
ÖÔ   3798
Ô¬   3152
ñÇ   1546
ñÅ     22
Ð}    125
¼Ç 141428
Ú¦    506
ÌÖ 108614
Ú§     42
Ú¨    614
Ñ¶ 448759
ÍÐ  13330
Ñµ  24678
Æý    107
Ó’     17
Ó”      7
Æñ   8616
²ò    273
±ª   1923
²Æ  17159
¹±   6620
Æð 228817
¹ª    921
Ðù   7731
éí    157
Ü‹     20
Èè   5389
ËÍ  48681
Äæ   5627
ÃÔ  74216
ÍË  28211
Þ•    435
»Ø  11557
ÌÓ  12414
×·  40176
åË    895
±Å    178
çß     20
¿¤    737
ºÂ   2554
Û«    155
¾Æ  30999
Åä  42778
×Ã   1677
¶¤   2195
Õë  14445
îÈ    421
¸ª    178
îÇ     11
ÉÁ  11043
Ôº  66835
Õó  33507
¶¸    699
±Ý    114
ÉÂ    113
³ý  78924
Úê     72
Éý    328
Ö»  37091
¼¢   1161
Âí  88333
¹Ç  15411
¸ß 251576
¶·  21013
Øª     22
¹í  25145
¸É  22743
‚Ì     16
Î±   3301
Í£  52109
¼Ù  65722
ÙÈ    188
Ù¼    236
×ö 186770
Î°  25371
½¡  18841
Å¼  20103
ÙË    958
ÙÉ    683
Õì   5311
²à   6237
Íµ  21994
Æ«  22239
Ù¿    252
‚Ã     17
‚Á     10
¶µ   1756
Ãá    643
»Ë 211767
¼ô   7487
¸±  14767
ÀÕ  10656
Îñ  72387
¿±    933
¶¯ 256817
Ùë     51
ÞË     41
³×   4031
Ää   2530
Çø 169166
ØÒ    127
²Î  87813
Âü   6616
ÉÌ  59657
Å¾   9800
À² 177091
×Ä   1030
ÑÆ   1575
·È   6641
¿Ð    807
°¡ 164734
³ª  55158
à¢     89
ÎÊ 601742
ßû     83
Î¨  22782
Æ¡   1619
†ˆ  18426
ÊÛ  26751
à¨    255
»£   6503
ÏÎ     87
à¦     86
ßú     61
†›     25
È¦  11114
¹ú 430450
àö     12
Óò  12877
¼á  16523
ÛÑ     51
¶Ñ  27788
²º    799
Ûý    194
»ù  81818
ÌÃ  31766
¶Â   2194
Ö´  55340
Åà   8712
¹»  66056
ÉÝ   1210
È¢   2236
Â¦    156
Íñ   3039
¸¾   8333
À·    390
æ¹    107
æ½    231
æ¾    170
»é  22509
ÆÅ  17697
æ»    585
Êë   1286
¿Ü   2036
Òú    369
¼Ä  25925
¼Å  14283
ËÞ  34166
ÃÜ  33263
Î¾   2101
×¨  82677
½« 206982
ÍÀ   6824
Ìë    708
ŒÐ     26
³ç  11545
áÇ     31
Æé   2712
áÈ    310
ÑÂ   1036
á¿    363
À¥    942
±À   2048
´Þ   1606
ÂØ    998
áÅ     10
áÂ    216
¸Ú   3791
³²   1968
³£ 185860
´ø  76240
ÕÊ  22312
á¡    222
¿µ  38252
Ó¹   9813
Êü    549
âÖ    302
â×     83
ÕÅ 134407
Ç¿ 104347
åç   1066
±ò   7594
²Ê  27044
µñ    105
µÃ 521836
áã    371
´Ó 160052
ÅÇ   1095
Óù   1585
áâ    267
áä    677
ÓÁ    263
»¼   4650
Ï¤   8090
ÓÆ   7625
Äú 185118
Íï    507
ã²    579
µë    465
Æà    668
Çé 318027
ã¬    238
âê   1140
Ï§  28798
µ¿   1654
ã¯   1423
Ìè    860
ã°    616
Î©   3771
¼Â   1929
ã±    605
ª     80
ÆÝ   3579
ê©     40
ìè    113
ÂÓ   1648
¿Ø  32500
¾í   6417
Ò´     56
Ì½  14221
½Ó 137368
½Ý   7286
Åõ   3679
¾ò   1492
´ë   5145
Þß    201
ÑÚ   4122
µô  75299
É¨   9663
¹Ò  19689
ÞÑ    341
ÍÆ  64630
ÂÕ     85
ÊÚ  30016
Õõ   2985
²É  18061
Þä    208
ÅÅ  61011
ÌÍ   1682
ÏÆ   1067
Äí    214
Þæ    115
Éá   8137
Þà    159
±Ö   7545
°½    326
¾È  52003
½Ì 245033
°Ü  40871
Æô  25307
Ãô  18600
Ðð   4193
ë·    388
”       8
Ð±   4875
õú     79
Õ¶   3220
×å  39730
Ðý  10992
ìº     96
ì»     62
Öç    874
Íí  63237
Îî    243
³¿   7903
»Þ   1336
•„    174
²Ü   4289
„Ô     31
Íû 155460
Áº   6724
ÌÝ   6264
ÉÒ    524
è÷    828
èó   1390
¸Ë   4638
Í°   3607
—y     19
Îà    477
¹£    272
Ðµ  15832
èè     18
Æú  22563
Ëó   3453
°ð    180
Ã·  25172
èÙ     44
Ìõ  59837
Àæ   1940
èÉ    510
—p     10
—W     19
Óû  28313
É±  60424
ºÁ   9404
šÂ     57
Çâ    763
ÏÑ    157
Á¹   8615
´¾   1246
äÈ    133
Òº   5079
µ­  21570
ÌÊ    907
ÓÙ    481
Ìí   4500
Ç³  11210
Çå 302588
ä¿    855
ÁÜ   3413
ÑÄ   6964
Êç   8887
äÌ     44
äÁ     66
ÑÍ   2777
ºÔ     95
»ì  22888
Ô¨   3268
äÀ    141
Æà   2911
ä¾    442
º­   6870
Àá  17323
Òù   3296
ÌÔ   3120
ÂÙ   2550
Éî  67687
»´    335
¾»  11522
Ïý   1129
×Í     22
¸¢    123
´ã    107
äÃ     19
äÆ    225
Åë    681
ÑÉ   2648
º¸    851
·é    450
Ï©    138
Ë¬  32512
Ç£  11519
Àç    187
²Â  22272
ÃÍ   7890
²þ    453
â£     12
Õø    165
ÂÊ  45566
ÀÅ    260
çð     26
Çò 199740
Àí 286328
ÏÖ 341466
¬P    183
ð­     58
Æ¿  15600
´É    760
Ìð   8051
²ú  57950
ÂÔ  23410
Æè    123
±Ï  52670
Òì  35756
Êè   5660
ÖÌ    409
ºÛ   5113
´Ã   1160
È¬    570
ðê     84
ð¨    290
¿ø    680
ºÐ   4860
Ê¢  11909
¾ì   3326
ÖÚ  44803
ÑÛ  71058
¿ô    505
íø   1080
Ì÷   1111
Áò    797
³p     67
íÊ      9
Ïé   9403
Æ±  67677
¼À   3897
ÒÆ  20647
ÖÏ    427
ñ»   1273
óÒ    553
±¿  20700
µÑ   5238
µÚ 202411
·û  17927
óÏ    957
ó×     42
óÐ     12
Á£   4622
´Ö   5947
ÆÉ     45
°í   1261
½L   2487
Í³ 141769
Ôú   1535
ÉÜ  29836
ç¨     12
ç©     64
Ï¸  41672
Éð   1115
×é  96711
ÀÛ  18845
ÖÕ  50989
ç¥    121
ç¦      7
²§    220
Ðß   5666
Áç    418
Òî    187
ôá    415
Ï°  48435
ñê      8
ÁÄ  34724
ñö   1703
¸¬    153
²±    969
Ã‹     58
ÍÑ  16953
Ã‘    114
Ã–      9
ÃŒ     18
ô©     32
¶æ    653
ÏÏ     70
²°    199
´¬  12875
É¯   5532
Ý¸    254
Ý·    691
Ý©     13
¼Ô     73
¾¥    935
Ã§    975
Äª  27786
Üì    852
×¯  14938
Ý®    868
Àò   7901
Ý¬    148
ºÉ   5260
Ý¶    381
Ý±    549
ÆÎ     33
ÜÈ     17
´¦ 139649
±ë    444
Éß   4671
Öû    505
òÀ     10
òÁ     19
òÂ    670
Çù    178
µ°  22656
òÆ    678
òÇ    359
òÈ     24
Êõ  65266
Ùò     96
ôÂ     65
±» 197413
Ì»    580
Ðä   3706
ÅÛ   3895
´ü   8689
ÃÙ   2969
¹æ  52770
·Ã   9912
ÑÈ   3138
¾÷   2307
Ú«    387
Ðí 145559
Éè 125381
ËÏ    456
¶ï    453
ÔD    462
ôù     17
ëà    789
··   4357
Ôð  44701
¹á   5585
»õ  19754
Ì°   7044
Æ¶   3291
ôö     52
Éâ   1008
Öº    628
õÃ    112
éî     99
Èí  60057
Õâ 986130
åÐ   2366
Í¨ 170230
¶º   1843
Á¬ 127418
ËÙ  80360
ÊÅ   7491
Öð  10865
åÉ   1616
³Ñ   1137
Ôì  71032
Í¸  19668
·ê  23680
åÑ    182
¹ä   8014
Í¾  17088
²¿ 176255
¹ù  24538
¶¼ 493206
Ðï    332
Ò°  43878
îÎ   1811
â@     87
µö   7422
îË    243
âG     56
·°     16
±Õ  10087
Åã  10822
Áê   5046
³Â 125249
Â½  34355
Òõ  14299
Úð     25
ÌÕ   4648
ÏÝ   8555
Úî     21
È¸   3727
Ñ©  20246
ö§    243
ÕÂ 391052
¾¹  58426
¶¥  18957
Çê   1803
Óã  49608
Äñ  46304
Â±    157
Â¹   5200
Âó  11018
Âé  28311
¼Ò   6058
°ø   1404
¸µ   3730
±¸  80164
½Ü  16986
¿þ    723
Ø÷     21
É¡   2590
Ð§     36
×î 335527
¿­  11739
¸î   7806
ØÜ     30
´´  31835
Ê£  14066
ÀÍ  12873
Ê¤  64825
Ñ«    491
²©  39094
ØÊ    573
à´    189
¿¦    898
Ðú   2204
Ìä   1092
º°   9483
ºÈ  22191
´­   1549
Î¹   5512
Ï² 146563
É¥   4862
à¸  92913
À®   7972
à©    185
à«   1418
Ôû    287
µ¥ 116886
à°    148
ÍÙ   1685
Ó´   4049
»½   4432
Ó÷   4122
ÇÇ   6151
à¬     14
à±    675
ºí   1841
³Ô    175
à¹    784
Î§  21140
Ò¢   3685
¿°   5637
³¡ 160542
µÌ   1344
Ñß     41
±¨ 125240
±¤   4802
Ûö     29
Ü©     24
Ò¼   3679
ºø   2933
µì    526
æÃ   2923
ÃÄ   3691
Ðö    407
Ã½  13216
æÂ    631
æ´     56
æÜ     62
åî     36
º®  15884
¸»  20968
Ô¢   1803
ÃÂ    386
×ð  22568
Ñ°  36745
¾Í 803921
Ç¶    219
á°   6416
áË     96
ïú     17
Ùã     60
·ù   6499
Ã±  11470
Ö¡     72
àø     59
¼¸ 151638
ÀÈ   1755
²Þ   4874
Ïá   2307
¾Ç     57
åö    241
Åí   5481
¸´  52921
Ñ­   4915
áå   1063
»ó  11491
¶ñ  34959
±¯  32912
ÃÆ   6194
»Ý  15241
ã«    254
ã¶    746
ÐÊ    413
ãµ    498
¶è   1570
âü    172
ã·     70
¿®   2921
ÄÕ   7196
ã¹    178
»Ì   1753
Óä   7387
ã¸     23
Ô     22
êª    165
ìé    471
³¸    115
ÕÆ  19080
Ãè  10918
¼ð    539
¿«    126
Èà    664
Þñ    295
×á    683
²å  20356
´§   1017
Ìá 599147
ÎÕ  13849
Ò¾    469
½Ò   2533
»Ó  20429
´·    549
Ô®  29206
¾¾    471
»»  81878
Þð    288
Ñï  14672
“d    422
³¨   1122
¶Ø   6339
¸Ò  40043
É¢  23231
°ß   2757
ì³   1368
Ë¹  54548
ÆÕ  32256
Îú   1302
Çç   6171
¾§   8517
¾°  29462
Êî  15910
ÖÇ  44507
ÁÀ    199
êÐ     68
Ôø  93394
Ìæ  19015
ÆÚ 168934
³¯  23108
¹×   2040
×Ø    396
ÌÄ   1038
¼¬    552
Ôæ    303
ÒÎ   5289
¶°   4583
¿Ã   2709
É­  16213
Õ»    558
èþ    126
°ô  65240
ÆÜ   1684
é¦    160
Æå  11925
¹÷   3258
Ö²   7582
½·    979
×µ    819
ÃÞ   2096
Åï   7212
èú     32
—±     97
¿î  14902
ÆÛ   8149
ÇÕ   5650
²Ð  13412
Ö³   3570
¿Ç   5885
Ìº    856
µª    387
ÂÈ    410
ë²     28
¸Û  20031
ÓÎ  23431
äÕ     10
¶É   8792
äÖ    510
Ó¿   2515
´Õ   3466
Çþ    465
ä×    315
Ôü   1121
¼õ  18369
Õ¿    999
Ïæ   2284
²³    125
ºþ  28325
äÎ    192
Î¼    120
ÎÐ    873
ÌÀ   8101
¿Ê   4610
ÍÄ    184
Ãì   2271
²â  42962
ÅÈ    323
Óå   1336
»ë   4746
×Ì   5526
¸È   1240
»Á    167
äÏ     17
œ¡     19
äØ    351
œ®     17
œ§     17
äÒ     17
±º    100
·Ù   1243
½¹   7098
Ñæ    676
ÎÞ 368361
È» 364596
Öó   4273
Ÿj    340
ÅÆ  30757
ê÷     25
Ï¬   1165
ÓÌ   8446
â«    282
ºï   3670
ÐÉ   3099
·©     37
ç÷   6263
ÁÕ   4700
×Á    329
çú    190
Åý    881
ÅÃ    787
ÇÙ  29126
¬g     15
è¡    214
çù   2278
çû   1149
Éû    112
ËÕ    854
»­  77423
·¬   9352
Á¡    146
Í´  38864
ðë    256
¾·    113
¶»    825
Æ¦   2959
¯i    371
µÇ  32345
·¢ 374961
Íî     77
ð©   2657
ñå     34
µÁ   9387
±—    738
¶Ì  23341
Ïõ    601
Ó²  54667
Ñâ     88
ÉÔ  13420
¸Ñ     37
³Ì 197707
Ë°   9092
Ï¡   4518
¾½    575
´°  23081
½Ñ    135
Í¯  17987
¿¢    416
µÈ 177504
²ß  25152
±Ê  27690
¿ð    260
Í²   3614
´ð  68517
Ëñ    395
½î   6550
·¤    248
Öþ    585
ËÚ    313
Öà   1005
½Ê    635
½á 129335
ÈÞ    856
¾ø  59291
×Ï  10953
Ðõ   1088
Ë¿  16204
Âç  31927
¸ø 189973
Ñ¤    597
½x     13
ç­    119
ÉÆ  38229
Ïè  10156
ôâ     73
ñó     18
ñø    163
Ëà   2896
Íó   1195
Ç»   3523
Ò¸    150
¸­    277
Éö   1172
ÕÍ   1936
Ìó    233
Æ¢   2362
ëç     27
ëè    146
ëé     82
Êæ   9918
Ë´   2037
ÆÐ   9485
ÝÍ   1067
ÝÎ   1196
Æ¼   4392
²¤    249
ÝÑ    161
ÝÂ     73
Ý¼   3741
»ª 260565
Áâ   1224
ÈC     24
×Å 210770
À³   7057
ÝÔ     19
ÃÈ    526
¾ú   2020
ÝÄ     21
·Æ   7217
¾Õ   2465
ÝÇ     52
Î®    989
ÌÑ   2033
²Ë  14828
ÜÉ      7
ÝÊ     21
ÝË     35
Ðé  19729
òÔ    214
ÍÜ   5333
òÎ    124
»×     90
Öë   1654
¸ò    572
òÐ     26
òÒ     17
½Ö  18525
²Ã  10310
ÁÑ   5753
¸¤   1270
ñû     74
ÊÓ  86815
×¢  27683
Ó½   4036
ÆÀ  41999
´Ê  34187
Ö¤   9379
Ú¬     43
Ú¯    439
×ç   1118
Õ©   1479
Ú®    180
Ëß  77163
Õï   2992
Ú­    835
Ôv     10
Ïó  82336
õõ   1076
Öü    268
Ìù  24507
·¡   2075
êÝ    289
êÚ    101
·Ñ  73882
ºØ  12551
¹ó  43668
Âò 143064
±á   1595
Ã³   3881
´û   1563
Ô½  58490
³¬  73305
³Ã   4733
õÉ    540
¾à  14075
°Ï    426
õÇ    174
ÅÜ  55821
µø  10708
õË    412
õÌ    543
éð     78
Öá   3571
éó    180
¹¼   3610
´þ   1407
åÓ    265
ÖÜ  32814
ÒÝ   9922
½ø 212481
åÔ     32
¶õ     79
ÓÊ  15910
Ïç  23208
Û±     19
º¨    324
ËÖ    919
Á¿  75841
³®   1278
Å¥   3697
¸Æ    409
ÄÆ    157
¾û   2980
¶Û   1527
îÔ     70
âa     12
îÓ    355
ãÉ    914
Èò    886
¿ª 265943
ÏÐ    663
¼ä 221727
ÏÐ  13450
ãÈ     41
¶Ó 112529
½×  16038
Ëå    275
Ñô  48494
Óç    953
Â¡  13987
Úò    374
Úï    215
ê     36
Ñã   2926
ÑÅ  19823
ÐÛ  68173
¼¯  58884
¹Í    894
ö©   4996
ÔÆ  54540
ÈÍ    645
Ïî  39517
Ë³  44024
Ðë  53837
â¸     27
â¿    446
·¹  19113
â½    111
Òû   9855
âÁ     51
·ë   1990
Ô¦    264
»Æ  88187
Êò     63
ºÚ  64983
ÂÒ  51811
Ó¶    680
Õ®   2424
°Á   8263
´« 101724
½ö  22327
Çã   8849
´ß   4383
ÉË  61254
Éµ  13350
ÙÌ    204
ƒJ      8
½Ë    401
²ù    302
Øâ    249
Ä¼   2824
„à    412
ÇÚ   7587
ÊÆ  33183
¼¨     19
»ã   3765
àµ    200
àË   6622
É¤    684
àÂ    300
Âð 353524
ÊÈ   1520
ØÄ    202
à¾     90
ËÃ    274
àÍ    690
àÅ  50941
ÎØ  42327
ÎË    876
Ðá    362
Çº    526
àÆ     29
à¼     27
Ô°  58048
Ô²  19328
Èû  12591
ËÜ   4635
ÌÁ    778
Í¿   5760
Ú£    768
Ëþ  10107
Ìî  10810
Ëú    977
‰e     31
¿é  26543
Îë    498
Ûõ      9
Üã     49
°Â  10147
¼Þ   3977
¼µ    750
ÏÓ   7446
æÅ     69
Âè  25049
æÁ     12
Ï±    776
É©    774
æÇ    352
áÔ    599
áÏ     26
»Ï    502
¸É  48479
Á®   6691
ÏÃ    928
ß±     81
»ã   1783
Ï   1014
Î¢  32489
ÓÞ   5458
Òâ 322755
´È   9660
¸Ð 203436
Ïë 525378
°® 262882
ÈÇ   5571
³î  13655
Óú  20254
É÷   4705
»Å   2301
Àõ    430
ã³    193
âé     94
âë    505
À¢   4855
íª    119
í©     56
âý    464
ê¬     86
ê«     50
´ê    806
Õ¥     99
¸ã  30263
ÌÂ    766
´î  13371
²ë     29
°á  12118
²«   1171
ËÑ   4655
É¦    626
Ëð  11726
ÇÀ   9746
Ò¡  15391
µ·   1147
“k     73
¾´  22557
Õå    893
ÐÂ 334204
°µ  24382
êÍ   1338
Ï¾   1397
ÔÎ   2347
Å¯   7422
êÑ    175
•ª     91
•¢     35
»á 894569
ÀÆ   1407
Òµ 112036
³þ  43767
¿¬    960
éª   1320
Ð¨    195
¼«  48680
Ò¬  15110
¸Å  59558
Ñî  40360
èå    238
é®     30
Àã    698
·ã   6279
éº    188
ÓÜ    285
é¬     56
é¹   1670
—ü     36
Ðª   2061
Ëê  37303
»Ù  10895
µî   3733
Ø¹   1240
ë¦     58
Òç   1422
ËÝ   1706
×Ò     31
ÈÜ   2532
äè    318
Ô´  48575
¹µ  11378
µá     85
Ãð  19510
äß     82
äÛ     17
œá    768
Äç   1107
ÎÂ  36448
»¬  11131
×¼  64150
Áï   4869
²×   7147
ÌÏ   1608
Ïª  11477
äà     26
äå     27
¼å   2671
ÑÌ  15409
·³  46473
Ãº    934
Á¶   1928
ÕÕ  60147
ìÏ    689
ì¾     41
ìã    473
»Í   4107
»À   1716
É·   8474
Ÿ     18
ìÐ     21
Ÿœ     59
Ò¯   6775
ëº    259
éà    179
Ê¨  21193
Ô³    728
»«    193
ÀÅ    182
º÷    471
è¦   1010
Éª   2931
Èð  20193
è£     31
çõ     64
è§    178
çø   1462
è¤   6320
µ± 354718
»û    662
ðö    406
Ìµ    255
´á    150
¯q    501
ðò     49
±Ô    374
ðô     36
³Õ   7565
¯r     35
Õµ   1887
ÃË  13792
¾¦  10115
½Þ    246
ÄÀ    425
íù    366
¶½  23871
¶Ã   3740
Øº    174
²Ç    649
Õö   2223
î¢     74
íþ    172
î¡     52
°«   3071
Ëé   8403
Åö  17737
Íë   5279
µâ    642
Âµ   1509
µï    131
Åð     66
±®   1957
íÔ     71
³œ     16
ì÷   1745
Â»    992
½û  17702
Íò  96237
ÇÝ   1039
Àâ   1005
ÖÉ   2835
³í    334
ïþ    228
Ù÷    501
ïý     52
¿ß   1344
ñ½    226
¿ê    776
½Ú  52773
óÞ   1451
óß     23
óÈ     45
Á»    342
¾¬     64
ÔÁ    852
¾­ 282242
¾î    200
À¦    109
°ó   2091
Ëç    237
ÌÐ     31
ÖÃ  28732
ÕÖ   3932
×ï  26900
Êð   6918
Òå 115744
ÏÛ   4127
Èº  39731
Ê¥  45455
Æ¸   3233
ËÁ   3104
ÒÞ    272
ëì     93
Ñü   5106
³¦   3932
ÐÈ   1548
Èù    169
½Å  30714
Ö×   1527
¸¹   4278
ÏÙ    496
ÄÔ  85822
¾Ë   1256
Í§   2818
µÙ   2649
»ç    497
Âä  58567
Ýæ   1124
¿û   1323
Î­   1097
ºù    449
Ò¶  26791
Ôá   2162
¸ð  10409
Ýà    272
Ý«     56
ÆÏ   2121
¶­   3443
Ýâ    139
Ýç    596
Ýá    305
ÓÝ   1140
Â²    527
ºÅ 140616
Ó¼    311
òÑ    514
òÚ    364
òØ     80
Êñ   1132
¶ê    411
ÍÉ    614
·ä   5697
ò×    235
ò¹     28
òÛ     14
ÑÃ    271
ôÄ     62
Òá    833
È¹   2344
²¹  37810
ôÃ    952
×°  78681
Àï 183675
ôÁ    796
Ô£   9921
Ùö     15
Ò›     14
½â 180531
²ï    294
¸Ã 216069
Ïê  24081
ÊÔ 121652
Ê«  21528
Úµ   1256
¿ä   9115
Ú¶    290
Òè    518
³Ï  28547
»° 265861
Öï    675
¹î   3211
Ñ¯  16292
Ú¹   2951
Ú¸    574
Õ²   3075
Ô›     15
ö¤     29
Ô‰     24
»¿     27
õö     17
ºÑ     84
Ôô   4188
×Ê1115608
¼Ö   1935
»ß   3044
êß    110
ÁÞ    111
Â¸    293
êà     50
¼£   7011
¸ú 112513
¿ç   3666
Â· 232737
Ìø  35617
¶å    138
¹ò   1139
õÓ    832
ÛH     12
¶ã   7443
½Ï 161783
ÔØ  26261
éø    406
éù     83
±Ù    432
Å©  12610
ÔË  72593
ÓÎ  54425
µÀ 386382
Ëì   2207
´ï  68312
±Æ   7474
Î¥  13155
åÚ    732
Óö  39200
¶ô    323
¹ý 586922
±é  14043
åØ    433
Óâ   1514
¶Ý    859
×Þ    946
àz      8
³ê   1991
ÀÒ    471
õ¤     44
ÓÔ     74
îÜ     76
Ç¯    418
îà     53
îß     42
¼Ø    200
ÓË    190
Ç¦   1826
ÅÙ     20
¹³   1401
²¬     61
Áå   6587
îç     86
îé     17
îÒ    735
îë     25
îä    262
Ã­     23
Õ¢    274
°¯    848
¸ô  15125
ÔÉ    381
Óº    466
öÁ    658
ïô    250
ëg      7
À×  24053
µç 509516
±¢    100
Áã  15588
¾¸   5514
Ñ¥    386
°Ð   1174
Ô¤  44980
Íç   5538
¶Ù  10055
çï     15
°ä   2022
ËÌ   2040
ËÇ   1829
âÂ    145
±¥   6673
ÊÎ   6526
³Û   3248
ÍÔ    164
Ñ±    925
÷Õ     23
ð¯    542
÷ä     30
¶¦   3293
¹Ä  14563
Êó  14641
É®   3158
Ù×    165
½Ä    517
ÙÒ     24
ÙÔ     43
ÁÅ   1776
ÆÍ   2708
Ïñ 243002
ÇÈ   6872
¹Í    449
ƒQ     24
ƒg     11
¾¤    525
µÊ   1473
»®  24630
Øã     14
ØÑ    321
Ñá  16578
àÕ     27
àÖ    109
Âï  55429
³¢   9637
ËÔ    534
Å»   1313
Ì¾   7283
¼Î  21507
à¶   1889
¸Â   2465
à»    158
ßõ    489
à½   2362
àÐ    158
‡E     13
ßÙ   1337
ÍÅ  62106
Í¼  74216
³¾  16193
ÛÓ    507
¾³  44397
Ä¹   3392
µæ   2775
Çµ    580
Êû    740
‰u     39
ÊÙ   6786
»ï   5288
ÃÎ  71231
â¹    127
¶á   7067
ÞÆ     12
µÕ    143
æÏ    163
ÄÛ    848
åý     21
æÎ   1018
æÐ     29
æÌ    631
·õ    486
Ä¯  10569
Äþ  13818
¹Ñ   4170
ÁÈ   1016
Êµ 264457
Õ¯    327
ÇÞ  12845
å»     92
²ì  20535
¶Ô 500435
ÂÅ   1976
Õ¸    464
á«    309
á¤     14
±Ò   8321
Ä»  32840
àþ    175
á£     98
Àª    949
ÁÎ   8776
±×   4543
±ð    332
ÕÃ   9406
³¹   6856
‘@     84
Ô¸   1078
Ì¬  52194
¿¶    678
Âý  42566
¹ß  16178
âú    498
²Ñ   1484
²Ò  15736
ã¼    550
½Ø   8368
Æ²   2069
Õª   7990
Ë¤   4859
³·   3569
Ãþ  11879
Â§    727
ß¡    682
Þâ    102
´Ý   2419
åº     21
Þý     35
²ô    312
ÇÃ   4235
ÎÓ     94
Æì   9992
ì½     53
³©   4502
ôß   2209
êÔ    184
°ñ  11119
Õ¥    631
éÅ   1136
éÂ    171
ÈÙ  27310
¸Ü   1468
¹¹  25541
é»    137
È¶    377
é½    309
é¾     50
Áñ    568
»±    186
Ç¹  10111
é¿    110
é³    424
˜o     29
˜„   1206
˜l     20
Ç¸  24532
¸è  80050
ëµ     31
ÕÄ    299
ÑÝ  68360
¹ö  12305
Àì    470
µÎ   7275
äö    404
Ñú    422
Ä®   5025
×Õ    337
Â©   8914
Æ¯  20978
ºº  26469
Âú  71310
ÖÍ   1077
Æá   3103
Êþ    408
½¥  17443
ÕÇ   5107
Á°    549
äî     60
Âþ  29193
äð     38
³º    988
äô    456
»¦    153
Óæ   2789
Éø    993
µÓ    210
Â±    887
ÈÛ    638
Îõ   3247
É¿   1271
ÐÜ  18879
Ï¨   2282
Ó«    127
¶û  38126
êû     66
Üý     45
Óü   6251
â¯     45
Ñþ   1155
Ëö    740
Âê   6369
¹å   7583
è©     23
Õç   2747
ÒÉ  47964
Å±     51
Ññ    185
·è  18284
¯     68
»¾    424
¾¡  58387
¼à   9152
Ãé   1686
î¥    334
î£    868
Ë¯  33220
´Å  25440
µú  63470
±Ì   7930
Ì¼   2500
Ë¶  20230
íÙ     43
ìõ   1499
¸£  52055
»ö   6519
ÖÖ 245042
³Æ  58681
ÍÝ    207
ÎÑ   8854
½ß   1694
¶Ë  20659
¹Ü 170135
»þ    186
¼ã    352
óÛ     98
Ëã 142333
óé    193
²­    437
óÝ   2700
óç     60
¸ö    211
¹u      8
´â   3668
ôÕ   3723
¾«  69858
ÕÀ   1311
çº     46
×Û   6113
´Â   1739
ç±    479
ÂÌ  17990
½ô  22470
×º    492
Íø 169776
¸Ù   5576
ç²   1467
³ñ    309
Ãà   4124
²Ê    148
ÂÚ   1549
Î¬  34363
Ð÷   9713
ç»     29
ç·     70
·£   9363
´ä   4129
ôä    518
µÔ   1195
ÎÅ  58075
¾Û  18174
ÕØ   2531
¸¯   4691
°ò   3633
¸à   1301
ëõ     70
²²    152
ÍÈ   7973
ëö     35
ê°    174
Ì¨ 109725
Óë 264663
Ìò    436
Îè  41993
ô»    257
ÈØ   4633
Ýï     63
Ï¯     69
Ðî   2276
ÃÉ   8034
Ý°    897
ÆÑ    665
Ëâ    567
¸Ç  20590
Õô   2124
Ý¥    154
Ýí    986
ÉL   1237
²Ô  16589
Ëò    130
Ýî    430
òê    220
ÃÛ   8152
òß    535
òì    746
òá    563
òæ    573
Ö©   1355
Ê´   1263
òé     82
òè      7
ÉÑ    700
¹Ó     47
Åá    386
¹ü   1594
Âã   1806
ÖÆ  27753
ñÔ     79
ñÒ    597
Ñn     11
ËÐ    891
Ö¾  19351
Óï  89329
ÎÜ    448
ÈÏ 153895
½ë    912
ÊÄ   6960
Îó  44398
Ëµ 638724
Ú¾     35
»å    657
ÓÕ   3761
Ú¿    144
Ú½     30
Õc     22
ºÀ  19043
Ø‚    400
Ã²   6659
±ö   6274
êâ    100
ÉÞ     63
ºÕ   3628
ÕÔ  31746
¸Ï  27733
ÛR     24
¸¨  18716
éü   1153
Çá  50407
Íì     76
À±   3190
Ô¶  80657
åÜ     43
Ñ·   7390
Ç²   2957
Ò£  10160
µÝ   5007
åÝ    127
ße     22
åÞ     35
±É   1885
à{     16
Û´     27
½Í    690
Ëá   8655
¿á  11827
õ©     24
½Â     20
Òø  19166
Í­   3512
Ãú  26579
îù     71
¸õ    169
îý    690
ÏÎ   1026
ï§     56
ãu     13
Ï³     55
ºÒ    188
¹ë    337
Ãö   3502
¸ó   9841
·§   1153
